,prompt,word_count,token_count
642,Summarize impacts with analysis ideas in?,6,9
643,Name common overview internet major features comparison concepts?,8,9
644,Contrast tools on guidelines main practice sports practice main?,9,11
645,Name design simply approaches essential art metrics transport?,8,9
646,Identify health urban summary theoretical management features challenges?,8,10
647,Contrast quantitative risks for software clearly?,6,8
648,Show now from statistics to economics?,6,7
649,Compare uses origin health principles metrics factors analysis processes?,9,10
650,Explain beyond linguistics overview today internet?,6,9
651,Define major steps rural to origin methods strategies?,8,9
652,Explain health law risks calculus software examples steps drawbacks?,9,12
653,Summarize security geography everyday science trends geology ancient risks ancient?,10,15
654,Contrast essential qualitative in steps techniques core in weather computing?,10,12
655,Identify biology nutrition ethics trends computing?,6,8
656,Provide psychology analogue education design music science qualitative geography?,9,12
657,Provide art agriculture data tools strategies ai geology?,8,11
658,Provide art marketing to beyond music?,6,8
659,Give statistics overview best major across risks on?,8,9
660,Compare law modern summary design analogue urban intermediate?,8,9
661,Give weather through intermediate science business?,6,7
662,Name business health main modern global?,6,7
663,Identify history for explanation astronomy examples?,6,8
664,Explain business analogue without law drawbacks?,6,9
665,Outline geography geometry ecology features key clearly factors?,8,12
666,Summarize practical everyday essential technology security?,6,9
667,List sustainable science examples linguistics architecture practice?,7,9
669,Provide software law by summary sociology data music?,8,11
670,Describe environment uses industrial rural solutions?,6,8
671,List tools climate beginner software data internet features?,8,9
672,Explain management practical examples mathematics essential architecture factors?,8,10
673,Outline causes biology internet approaches challenges quantitative practical?,8,10
674,Give with definition beyond calculus geometry major health?,8,9
675,Name industrial medicine architecture strategies physics?,6,7
676,Contrast without beyond medicine the ethics?,6,8
677,Define features ethics astronomy sustainable to engineering calculus?,8,9
678,Contrast intermediate industrial geography major sociology calculus analogue approaches the?,10,14
679,Describe classical impacts engineering briefly business classical nutrition?,8,10
680,Provide ecology computing practical architecture education?,6,9
681,Show concepts robotics simply across environment?,6,8
682,Define sociology trends briefly medicine to chemistry uses?,8,10
683,Show uses robotics theoretical climate chemistry?,6,8
684,Give features practical education overview to rural uses?,8,9
685,Identify applied on climate the urban?,6,8
686,Explain algebra factors everyday tools effects?,6,8
687,Discuss analysis management definition environment processes features patterns?,8,10
688,Discuss steps benefits by science astronomy?,6,8
689,Outline networks engineering outcomes now processes factors?,7,9
690,Show strategies within practice beyond finance key geology?,8,10
691,Provide applications analogue through concepts qualitative architecture statistics?,8,10
692,Give factors definition energy without marketing briefly engineering?,8,9
693,Compare linguistics business analogue essential economics urban methods?,8,10
694,Show advanced transport key algebra security?,6,7
695,Outline practical contemporary today without overview principles sports?,8,10
696,Outline computing for ethical with rural now biology?,8,10
697,Explain principles methods philosophy for drawbacks weather physics effects effects?,10,13
698,Name concepts professional briefly techniques local software solutions?,8,9
699,Summarize in summary industrial mathematics design?,6,9
700,Name uses major through practice calculus?,6,7
702,Explain management history ideas impacts physics?,6,8
703,Define processes science causes uses data?,6,7
704,Give in advanced health steps science metrics theoretical?,8,9
705,Identify ecology major everyday for astronomy risks causes?,8,11
706,Provide computing design approaches digital literature internet within?,8,10
707,List to practical statistics the ideas algebra transport?,8,9
708,Contrast practical simply management climate literature trends beginner?,8,10
709,Define strategies drawbacks patterns sociology on now chemistry?,8,11
710,Give rural principles causes robotics impacts?,6,8
711,Describe now without within with analogue risks security?,8,10
712,Provide ethics best rural rural impacts?,6,8
713,Define from finance anthropology art astronomy ethics design?,8,10
714,Provide weather sociology ethical medicine without education approaches?,8,11
715,Outline origin intermediate energy practice health chemistry industrial?,8,10
716,Discuss algebra processes key from major?,6,8
717,Name climate linguistics geography summary causes?,6,9
718,Summarize metrics security factors on analogue mathematics?,7,10
719,Identify nutrition finance applied astronomy now?,6,8
720,Provide biology robotics applications local analysis?,6,9
721,Define practice practice music local features biology within?,8,9
722,Explain basic industrial factors classical by patterns best?,8,10
723,Show processes across briefly nutrition physics?,6,7
724,Outline practical risks now history health processes internet?,8,10
725,Give industrial techniques applications finance impacts overview technology?,8,9
726,Contrast on best geography engineering strategies?,6,9
727,Provide marketing today clearly data approaches education environment?,8,10
729,Contrast today sociology briefly techniques ethics everyday techniques?,8,11
730,Compare literature outcomes typical examples overview?,6,7
731,Give medicine data art ideas music?,6,7
732,List practical trends outcomes climate technology design contemporary?,8,9
733,Give renewable weather on chemistry music computing internet?,8,9
734,Name explanation practical geology best transport?,6,8
735,Provide economics guidelines patterns philosophy physics?,6,8
736,Discuss advanced methods applications agriculture principles?,6,8
737,List mathematics analogue to anthropology common across?,7,9
738,Identify beginner to applications on now?,6,8
739,Show the psychology hardware calculus applied art law?,8,9
741,Discuss core explanation features processes algebra climate sociology?,8,11
742,Outline advanced music biology across everyday?,6,8
743,Explain during examples theoretical minor climate?,6,8
744,Outline climate sociology statistics best minor today sociology?,8,12
745,Provide ecology theoretical minor beyond statistics processes?,7,10
746,Summarize features practice patterns technology chemistry patterns the?,8,11
747,Contrast core principles advanced about minor?,6,8
749,Outline features methods steps security typical?,6,8
750,Summarize best common geology nutrition applications?,6,10
751,Summarize intermediate essential ecology causes sports chemistry medieval ethical?,9,13
752,Define science climate theoretical sociology computing?,6,8
753,Describe methods simply astronomy features energy?,6,8
754,Show simply local major transport features ethical education?,8,9
755,Outline examples data clearly by finance the professional?,8,10
756,Explain key hardware the biology drawbacks main climate?,8,11
757,Compare history advanced briefly education biology explanation by?,8,9
758,Define analysis astronomy medicine contemporary quantitative?,6,7
759,Provide industrial chemistry climate risks quantitative?,6,8
760,Discuss medicine robotics anthropology causes science typical without?,8,12
761,Outline internet psychology contemporary solutions main?,6,8
762,Give processes nutrition briefly technology factors?,6,7
763,Name qualitative law analysis renewable advanced?,6,7
764,Identify qualitative solutions steps geometry chemistry calculus local?,8,10
766,Identify business sociology the today hardware theoretical statistics examples?,9,12
767,List nutrition intermediate transport features health?,6,7
768,Compare management sociology practical algebra factors metrics advanced?,8,10
769,List music about effects major advanced?,6,7
770,Name analogue economics briefly summary biology global advanced?,8,9
771,List marketing common networks uses basic?,6,7
772,Identify minor today practice beginner approaches?,6,8
773,Explain essential management simply clearly modern geometry?,7,9
774,Identify agriculture methods trends contemporary the?,6,8
775,Discuss guidelines practical health anthropology major outcomes with solutions benefits metrics?,11,14
776,Show techniques biology by causes medicine?,6,7
777,Show through by patterns beyond strategies?,6,7
778,Contrast algebra sociology major concepts with factors linguistics explanation?,9,13
779,Name to the techniques health strategies linguistics computing?,8,10
780,Describe steps uses typical ai robotics modern advanced risks methods major?,11,14
781,Show calculus management in solutions beginner?,6,7
782,Describe uses biology beginner agriculture geology?,6,9
783,Identify ai to hardware ancient essential?,6,8
785,Give applications processes during solutions challenges beyond modern?,8,9
786,Discuss origin rural causes steps from?,6,8
787,Provide with chemistry economics during beginner?,6,8
788,Explain theoretical clearly applications data music?,6,8
789,List business marketing data computing weather?,6,7
790,Describe nutrition education hardware through agriculture overview outcomes?,8,10
791,Summarize now calculus robotics technology minor?,6,10
792,Outline nutrition techniques mathematics philosophy sociology architecture economics?,8,11
793,Name today to simply ethical key methods environment?,8,9
794,Provide briefly processes concepts practical outcomes definition?,7,9
795,List common biology main geometry beginner geology by examples main beyond minor?,12,14
796,List agriculture finance ancient advanced music theoretical history?,8,9
797,Show about effects challenges explanation tools patterns?,7,8
798,Give software causes calculus quantitative classical ancient robotics?,8,10
799,Identify uses effects agriculture statistics sociology?,6,9
800,Describe examples guidelines history risks technology psychology major?,8,10
801,Explain the methods transport guidelines today weather agriculture?,8,10
802,Identify metrics guidelines uses guidelines mathematics methods?,7,9
803,Name tools security renewable briefly on beginner in?,8,9
804,Provide global internet applications management business?,6,8
805,Outline with security common concepts metrics history climate?,8,10
806,Explain on definition mathematics drawbacks best definition digital advanced?,9,12
807,Discuss algebra anthropology strategies classical the core economics geometry solutions?,10,13
808,Explain energy techniques weather medieval for?,6,8
809,Contrast linguistics anthropology biology within robotics beyond medieval?,8,13
810,Explain applied security environment agriculture advanced technology computing?,8,10
811,Show to approaches essential linguistics professional law?,7,9
812,Give theoretical minor guidelines definition concepts patterns statistics essential?,9,10
813,Describe main chemistry advanced intermediate environment major?,7,9
814,Discuss briefly finance major during with?,6,8
815,Describe steps clearly management patterns networks anthropology industrial sociology?,9,13
816,Describe robotics security common on uses now ancient?,8,11
817,Summarize ecology analysis for core applied metrics anthropology?,8,13
818,Name during analysis literature beyond to?,6,7
819,Define technology rural engineering practical geometry?,6,7
820,Summarize by through about management marketing?,6,9
821,Provide weather industrial steps modern by hardware rural?,8,10
822,List digital methods with for sports weather methods?,8,9
823,Summarize overview networks theoretical causes analysis weather business?,8,11
824,Define energy global ethical finance through?,6,7
825,Compare ai astronomy design hardware patterns biology ideas economics?,9,10
826,Explain typical beginner in challenges in?,6,8
827,Compare from statistics in linguistics ancient internet literature?,8,10
828,Define computing approaches practical impacts professional with design beginner?,9,10
829,Describe calculus contemporary beyond approaches beyond management trends?,8,10
830,Summarize from weather professional anthropology health causes ideas through?,9,13
831,List benefits trends psychology clearly health?,6,7
832,Describe anthropology algebra art networks art?,6,9
833,Identify local security main advanced energy patterns in?,8,10
835,Contrast environment rural steps principles architecture mathematics typical?,8,10
836,Summarize weather beyond digital with benefits networks security?,8,11
837,Describe trends summary basic computing causes local ecology?,8,11
838,Contrast for sports effects examples patterns law biology?,8,10
839,Outline contemporary effects design geology in?,6,9
840,Show from science health calculus business?,6,7
841,Outline processes strategies art tools ethical psychology?,7,9
842,Describe common history in modern beyond urban analysis?,8,10
843,Give impacts rural medicine industrial calculus across processes?,8,9
844,Define beginner management impacts environment agriculture strategies now?,8,9
845,Summarize outcomes medieval science during patterns across global outcomes quantitative?,10,13
846,Contrast quantitative classical trends drawbacks challenges sociology practice?,8,12
847,Outline factors theoretical astronomy trends finance summary?,7,9
848,Provide philosophy management best on health?,6,8
849,Name main typical algebra medicine definition art practical?,8,9
850,Contrast astronomy geography local history practical from typical?,8,11
851,Summarize urban trends to technology in?,6,9
852,Provide briefly law security simply practical?,6,8
853,Contrast beyond challenges advanced networks networks?,6,8
854,Describe engineering practical ecology features ideas major anthropology modern?,9,13
855,Identify strategies main ancient law sustainable local drawbacks?,8,11
856,Summarize architecture challenges business minor basic?,6,9
857,Compare principles sports ai metrics environment philosophy advanced?,8,9
858,Give digital through law trends within renewable astronomy sociology?,9,11
859,Describe qualitative energy beginner medicine local geology algebra?,8,11
860,Contrast data ancient metrics health intermediate industrial main health?,9,11
861,Identify today theoretical features best economics?,6,8
862,List data linguistics without security technology briefly core?,8,10
863,Show best algebra health design agriculture design applications?,8,9
864,Identify networks physics overview professional without environment during?,8,10
865,Contrast within chemistry in energy data management economics data?,9,11
866,Identify transport processes theoretical art education linguistics factors?,8,11
867,Describe factors during impacts best urban health processes?,8,10
868,Compare anthropology beginner minor clearly key to sustainable?,8,10
869,Discuss methods linguistics advanced advanced intermediate benefits geology?,8,12
870,Explain briefly main factors effects ethics?,6,8
871,Name analogue in benefits common for music practical?,8,9
872,Discuss core impacts weather music applied essential practical?,8,10
873,Name now processes sports literature essential typical physics?,8,9
874,Describe briefly typical engineering ethics digital definition advanced?,8,10
875,Name practical industrial effects from sustainable ethical engineering?,8,9
876,Discuss ecology during ai comparison practical management simply sociology?,9,13
877,Show benefits core science tools essential causes ethics essential?,9,10
878,Give ancient calculus about best economics steps definition?,8,9
879,Compare principles typical intermediate with renewable advanced core?,8,9
880,Define rural guidelines strategies features summary drawbacks techniques?,8,10
881,Show modern the sports ecology software?,6,8
882,Define practical trends ecology factors chemistry sustainable strategies?,8,10
883,Compare features briefly analysis tools sociology?,6,8
884,Name analysis engineering linguistics from through?,6,8
885,Identify renewable history now principles the strategies energy?,8,10
886,Explain biology modern applied ethical techniques challenges tools?,8,10
887,Show challenges rural business with environment geography concepts?,8,10
888,Identify professional principles key finance calculus nutrition practice?,8,10
889,Summarize chemistry on examples environment modern biology art?,8,11
890,List summary quantitative history overview sustainable origin ancient?,8,9
891,List definition solutions basic best local best industrial?,8,9
892,Provide features practical ethics agriculture geology principles the?,8,11
893,Define internet hardware ancient during basic security transport?,8,9
894,Name core overview approaches finance biology?,6,7
895,Give weather benefits typical to key?,6,7
896,Outline networks practical engineering modern everyday science biology contemporary?,9,11
897,Define internet drawbacks geometry geometry education geometry environment qualitative?,9,11
898,List quantitative typical philosophy to essential benefits health?,8,9
899,Define medicine professional major sustainable overview effects?,7,8
900,Define principles during chemistry architecture tools ancient education?,8,9
901,Show data analogue history professional quantitative algebra practical?,8,9
902,Show sports comparison basic tools now science rural?,8,9
903,Show statistics analogue everyday the tools drawbacks?,7,9
904,Show with management agriculture computing overview sociology education?,8,10
905,List briefly software quantitative across risks global uses calculus?,9,10
906,Show geometry physics music intermediate overview finance practice ethics rural?,10,11
907,Summarize geology comparison guidelines by applications?,6,10
908,Identify literature solutions history modern robotics?,6,9
909,Define examples agriculture without drawbacks from?,6,8
910,Summarize comparison steps major modern intermediate?,6,9
911,Define education local geography music outcomes without examples?,8,10
912,Discuss in essential applied to features practical metrics?,8,10
913,Name ai internet computing to environment climate software by?,9,10
914,Provide impacts transport science benefits qualitative?,6,8
915,Name law metrics algebra analysis management?,6,7
916,List chemistry intermediate weather practice tools marketing transport?,8,9
917,List anthropology steps today internet challenges finance?,7,9
918,Summarize security trends typical challenges data across now?,8,11
919,Explain core software through methods sociology?,6,9
920,Give in ecology during common history without now?,8,10
921,Give art trends for patterns internet?,6,7
922,Provide with analysis science origin internet through ethical?,8,10
923,Identify transport sustainable essential medicine chemistry?,6,8
924,Provide with rural technology trends linguistics security processes?,8,11
925,Give literature theoretical techniques rural digital?,6,7
926,Name urban principles security now digital philosophy ai?,8,9
927,Show design marketing industrial law key advanced rural?,8,9
928,Compare data statistics outcomes urban marketing applied about algebra?,9,10
929,Give marketing overview technology summary across?,6,7
930,Outline basic psychology calculus for ethics definition main?,8,10
931,Contrast beyond definition computing challenges management design engineering effects?,9,11
932,Discuss digital within summary explanation music steps calculus?,8,10
933,Summarize design to computing key without?,6,9
934,Contrast technology core concepts intermediate geometry main anthropology?,8,11
935,Compare effects geography algebra definition weather psychology trends?,8,10
936,Identify renewable science history uses the transport ethics?,8,10
937,Give today methods psychology finance geography common solutions on?,9,11
938,Name modern main advanced astronomy contemporary beyond methods analogue?,9,10
939,Outline causes history concepts anthropology networks?,6,9
940,Outline management physics renewable principles modern psychology technology?,8,10
941,Name concepts uses agriculture chemistry challenges?,6,7
942,List overview philosophy technology with ancient?,6,7
943,Explain analogue economics sports biology examples biology methods?,8,10
944,Describe classical basic sociology origin algebra local geology?,8,12
945,Name environment challenges practice solutions management medicine psychology?,8,9
946,Identify key beginner medicine within agriculture?,6,8
947,Show across practical from sociology marketing statistics processes?,8,10
948,Show environment approaches guidelines modern contemporary?,6,7
949,Name beginner networks advanced hardware professional weather health?,8,9
950,Contrast minor about sports common during agriculture key steps?,9,11
951,List software key art beyond local drawbacks geography?,8,11
952,Explain applications methods sustainable theoretical robotics?,6,9
953,Give theoretical education computing hardware for within?,7,8
954,Discuss through intermediate ancient basic impacts solutions guidelines transport?,9,11
955,Name across uses concepts best law?,6,7
956,Summarize sociology factors finance ancient basic?,6,10
957,Outline economics data nutrition art security examples comparison?,8,10
958,Outline digital outcomes industrial about strategies contemporary design?,8,10
959,List sports ethics practice summary impacts?,6,7
960,Provide processes professional software energy outcomes?,6,8
961,Give quantitative common definition typical medicine calculus?,7,8
962,Discuss ancient across the guidelines advanced by biology?,8,10
963,Show software techniques for beyond sociology?,6,8
964,Give energy ethics technology benefits today?,6,7
965,Summarize climate sustainable patterns agriculture education in?,7,10
966,Define renewable applied from education urban finance main patterns?,9,10
967,Name industrial outcomes factors essential theoretical?,6,7
968,Summarize principles philosophy theoretical local best sociology origin?,8,12
969,List finance geology advanced in modern sociology computing?,8,11
970,Compare sociology linguistics sports without origin best modern?,8,11
971,Summarize finance definition across basic computing in?,7,10
972,Identify quantitative science techniques robotics sociology sustainable briefly computing risks?,10,14
973,Describe science applications without intermediate astronomy practical simply energy?,9,11
974,Name health global strategies analogue challenges in linguistics?,8,10
975,List global software examples benefits qualitative?,6,7
976,Explain contemporary metrics environment business solutions?,6,8
977,Identify drawbacks patterns common finance geology advanced rural history?,9,13
978,List uses main sustainable clearly through trends?,7,8
979,Define computing sports contemporary algebra metrics with?,7,8
980,Outline processes architecture ethics principles energy?,6,8
981,Identify ancient economics during applied approaches risks energy?,8,10
982,Provide networks renewable psychology for definition?,6,8
983,Outline medicine in rural advanced tools?,6,8
984,Show mathematics steps business geology key ecology intermediate global?,9,12
985,Give ecology common techniques statistics beyond advanced ancient?,8,10
986,Define renewable geography with statistics classical transport features?,8,10
987,Provide minor computing analysis essential rural engineering hardware?,8,10
988,Show theoretical sustainable practical mathematics in chemistry?,7,8
989,Give definition practical robotics medicine local?,6,8
990,Name music environment climate on modern geometry agriculture?,8,9
991,Explain sports practice calculus best ancient?,6,8
992,Give in steps theoretical renewable definition?,6,7
993,Identify simply law architecture best ethics?,6,8
994,Compare geology drawbacks examples ethical factors?,6,9
995,Outline history engineering approaches ancient drawbacks intermediate analysis?,8,11
996,Provide nutrition simply solutions robotics outcomes beginner strategies?,8,11
997,Provide health ethics advanced psychology practical?,6,8
998,Explain local best explanation intermediate environment ideas psychology?,8,10
999,Compare sustainable patterns law definition data simply engineering?,8,9
