uid,dataset,group_id,prompt,num_tokens
winogrande_train_1544,winogrande,1,"Sentence: Jane cut a hair cut with a scissor after the blade had failed her. She thought the _ is sharp.
Option 1: blade
Option 2: scissor
Choose the correct option and complete the sentence.",46
winogrande_test_244,winogrande,2,"Sentence: Neil bought a house from Kyle, because _ was ready to live in their second home.
Option 1: Neil
Option 2: Kyle
Choose the correct option and complete the sentence.",38
winogrande_train_4525,winogrande,1,"Sentence: Jeffrey tried to scrub the stain out of the wood with a cloth, but the _ was just too messy.
Option 1: wood
Option 2: cloth
Choose the correct option and complete the sentence.",43
winogrande_val_539,winogrande,3,"Sentence: Rebecca slept in the hammock in the backyard while Tanya gardened because _ was tired.
Option 1: Rebecca
Option 2: Tanya
Choose the correct option and complete the sentence.",41
winogrande_train_1133,winogrande,1,"Sentence: The proud father put his son's art on the refrigerator with tape; the _ was sticky.
Option 1: tape
Option 2: art
Choose the correct option and complete the sentence.",40
winogrande_test_1567,winogrande,2,"Sentence: When the paper was late, Jason called Donald to complain. _ was the paper's customer.
Option 1: Jason
Option 2: Donald
Choose the correct option and complete the sentence.",39
winogrande_train_8093,winogrande,1,"Sentence: What are the safest times to plant is what Matthew asked Randy, _ was planting a garden for the twelfth time.
Option 1: Matthew
Option 2: Randy
Choose the correct option and complete the sentence.",47
winogrande_train_1111,winogrande,1,"Sentence: Brett emptied his bowl of cereal before Jason because _ eats his meals very fast.
Option 1: Brett
Option 2: Jason
Choose the correct option and complete the sentence.",40
winogrande_train_6156,winogrande,1,"Sentence: Pimples seemed to form more often for Rachel than Felicia because _ kept their face washed.
Option 1: Rachel
Option 2: Felicia
Choose the correct option and complete the sentence.",41
winogrande_train_5961,winogrande,1,"Sentence: I want to work in emergency services. I could become a firefighter or a paramedic. The _ is more nerve-wracking.
Option 1: firefighter
Option 2: paramedic
Choose the correct option and complete the sentence.",52
winogrande_train_2510,winogrande,1,"Sentence: Megan asked Samantha if she wanted to get married right away, because _ was pregnant.
Option 1: Megan
Option 2: Samantha
Choose the correct option and complete the sentence.",37
winogrande_train_7146,winogrande,1,"Sentence: we replaced the cement surface in the bedroom with wood because the _ was warm.
Option 1: cement
Option 2: wood
Choose the correct option and complete the sentence.",36
winogrande_train_7627,winogrande,1,"Sentence: Victoria was disgusted because of the odor of Sarah, and _ was ashamed to be around them.
Option 1: Victoria
Option 2: Sarah
Choose the correct option and complete the sentence.",41
winogrande_test_1334,winogrande,2,"Sentence: Jill needed to polish her dining table and her nightstand.  She decided to polish the _ first because it bothered her before bedtime.
Option 1: table
Option 2: nightstand
Choose the correct option and complete the sentence.",51
winogrande_train_1355,winogrande,1,"Sentence: Patricia was unable to deal with all of the pressure like Felicia could, therefore _ passed.
Option 1: Patricia
Option 2: Felicia
Choose the correct option and complete the sentence.",40
winogrande_train_3648,winogrande,1,"Sentence: After the calculation we found that the pipe fits through the hole because the _ was narrow enough.
Option 1: pipe
Option 2: hole
Choose the correct option and complete the sentence.",39
winogrande_train_6584,winogrande,1,"Sentence: The weather conditions were better for Donald than Hunter because _ was inland from the storm.
Option 1: Donald
Option 2: Hunter
Choose the correct option and complete the sentence.",37
winogrande_train_5248,winogrande,1,"Sentence: Adam cut a piece of cake to save for Brian, and _ felt gratitude toward her for exercising self control.
Option 1: Adam
Option 2: Brian
Choose the correct option and complete the sentence.",43
winogrande_train_5126,winogrande,1,"Sentence: Angela tripped over Amy's potted plants because _ placed the plants in the open doorway.
Option 1: Angela
Option 2: Amy
Choose the correct option and complete the sentence.",40
winogrande_train_6642,winogrande,1,"Sentence: The store had the tape that Janice needed to buy during store hours although she couldn't drive there while the road had blocks. Luckily the _ were short.
Option 1: blocks
Option 2: store hours
Choose the correct option and complete the sentence.",53
winogrande_train_6247,winogrande,1,"Sentence: The scene on the hillside was cut from the movie because the _ was too long already.
Option 1: scene
Option 2: movie
Choose the correct option and complete the sentence.",39
winogrande_train_9032,winogrande,1,"Sentence: Nelson had much more money than Derrick although _ had just hosted a very successful yard sale.
Option 1: Nelson
Option 2: Derrick
Choose the correct option and complete the sentence.",40
winogrande_val_1141,winogrande,3,"Sentence: Angela wanted to find a partner, but Victoria wanted to stay single, because _ was lonely.
Option 1: Angela
Option 2: Victoria
Choose the correct option and complete the sentence.",39
winogrande_val_697,winogrande,3,"Sentence: Justin bought a new RV but Lawrence liked his old one, so _ decided to sell it.
Option 1: Justin
Option 2: Lawrence
Choose the correct option and complete the sentence.",39
winogrande_val_115,winogrande,3,"Sentence: Betty drank chocolate shakes while Elena drank carrot juice, and _ had a very unhealthy diet.
Option 1: Betty
Option 2: Elena
Choose the correct option and complete the sentence.",44
winogrande_train_3976,winogrande,1,"Sentence: The playful dog went into the river and went over Niagara Falls because the _ was moving too fast.
Option 1: river
Option 2: dog
Choose the correct option and complete the sentence.",41
winogrande_train_4760,winogrande,1,"Sentence: The floor was much more slippery than the carpet because the _ had more friction.
Option 1: carpet
Option 2: floor
Choose the correct option and complete the sentence.",38
winogrande_train_3088,winogrande,1,"Sentence: I was unable to use the word in the title for my book because the _ was very long.
Option 1: word
Option 2: title
Choose the correct option and complete the sentence.",40
winogrande_train_1585,winogrande,1,"Sentence: While changing her eating routine, Sally stopped eating chips and replaced it with fruit. The _ were crunchy.
Option 1: chips
Option 2: fruit
Choose the correct option and complete the sentence.",42
winogrande_train_757,winogrande,1,"Sentence: When Lawrence poured the concrete lumpy, Benjamin laughed, so the foreman gave _ a sympathetic look.
Option 1: Lawrence
Option 2: Benjamin
Choose the correct option and complete the sentence.",42
winogrande_train_7519,winogrande,1,"Sentence: Nelson went to the doctors office without Dennis because _ had to change the engine oil.
Option 1: Nelson
Option 2: Dennis
Choose the correct option and complete the sentence.",37
winogrande_train_5760,winogrande,1,"Sentence: Logan had a loose thread on his sweater so Matthew pulled on it; _ apologized because the sweater completely unraveled.
Option 1: Logan
Option 2: Matthew
Choose the correct option and complete the sentence.",47
winogrande_train_5716,winogrande,1,"Sentence: The dog was cooler than the cat because the _ was sitting under the tree.
Option 1: dog
Option 2: cat
Choose the correct option and complete the sentence.",36
winogrande_train_7795,winogrande,1,"Sentence: John tried to listen to the radio during the concert, but he couldn't hear the radio because the _ was too quiet.
Option 1: radio
Option 2: concert
Choose the correct option and complete the sentence.",44
winogrande_test_1139,winogrande,2,"Sentence: Cynthia has a pet parakeet that loves to hang out with Monica, so _ feels special.
Option 1: Cynthia
Option 2: Monica
Choose the correct option and complete the sentence.",40
winogrande_train_5541,winogrande,1,"Sentence: Leslie had to take care of his mother unlike Eric because _ mother was already dead.
Option 1: Leslie
Option 2: Eric
Choose the correct option and complete the sentence.",37
winogrande_test_390,winogrande,2,"Sentence: Elena shouted and yelled at Cynthia yesterday because the ear infection made _ a bit deaf.
Option 1: Elena
Option 2: Cynthia
Choose the correct option and complete the sentence.",39
winogrande_train_157,winogrande,1,"Sentence: Kyle helped his parents with some money while Steven bought a new car instead. They were proud of _ .
Option 1: Kyle
Option 2: Steven
Choose the correct option and complete the sentence.",41
winogrande_val_255,winogrande,3,"Sentence: The commodities trader decided to buy wool and sell cotton because the _ was priced low.
Option 1: wool
Option 2: cotton
Choose the correct option and complete the sentence.",38
winogrande_val_584,winogrande,3,"Sentence: The handle of the spoon was submerged in the cup of tea because the _ is short.
Option 1: cup
Option 2: spoon
Choose the correct option and complete the sentence.",41
winogrande_train_688,winogrande,1,"Sentence: Matthew sent money through Paypal to Adam because _ had purchased the antique watch on Ebay.
Option 1: Matthew
Option 2: Adam
Choose the correct option and complete the sentence.",39
winogrande_train_6931,winogrande,1,"Sentence: Emptying the litter box was a dreaded chore for Adam while Lawrence didn't mind doing it. _ always tried to get someone else to handle it.
Option 1: Adam
Option 2: Lawrence
Choose the correct option and complete the sentence.",52
winogrande_test_599,winogrande,2,"Sentence: Casual dating is suited for Aaron but not for Leslie because _ is ok with being rejected sometimes.
Option 1: Aaron
Option 2: Leslie
Choose the correct option and complete the sentence.",40
winogrande_val_241,winogrande,3,"Sentence: A background check was performed on Natalie by Lindsey due to _ being a nanny.
Option 1: Natalie
Option 2: Lindsey
Choose the correct option and complete the sentence.",39
winogrande_val_109,winogrande,3,"Sentence: Throughout the practice Rachel pushed the limits of Megan to get ready for the game because _ was the coach.
Option 1: Rachel
Option 2: Megan
Choose the correct option and complete the sentence.",42
winogrande_train_6122,winogrande,1,"Sentence: Tammy used her writing software to help her write a cover letter but the _ was too difficult.
Option 1: cover letter
Option 2: software
Choose the correct option and complete the sentence.",41
winogrande_train_985,winogrande,1,"Sentence: Christine was liberal and Samantha was conservative so _ cheered for the speech about being pro-life.
Option 1: Christine
Option 2: Samantha
Choose the correct option and complete the sentence.",39
winogrande_train_7548,winogrande,1,"Sentence: Emily looked up and saw Patricia racing by overhead, as _ was under the ramp .
Option 1: Emily
Option 2: Patricia
Choose the correct option and complete the sentence.",37
winogrande_train_5726,winogrande,1,"Sentence: The platinum was sold and the money realized could not cover the cost of the car. The _ is pretty costly.
Option 1: platinum
Option 2: car
Choose the correct option and complete the sentence.",43
winogrande_train_977,winogrande,1,"Sentence: Mike used a new notebook for his notes instead of his notepad, since the _ was blank .
Option 1: notebook
Option 2: notepad
Choose the correct option and complete the sentence.",41
winogrande_train_1638,winogrande,1,"Sentence: The bitter coffee was drunk happily by Logan but not William because _ got plenty of sleep the night before.
Option 1: Logan
Option 2: William
Choose the correct option and complete the sentence.",42
winogrande_train_7853,winogrande,1,"Sentence: The speakers were speaking to Patricia's heart and not Rachel's due to _ being attentive.
Option 1: Patricia
Option 2: Rachel
Choose the correct option and complete the sentence.",39
winogrande_train_7906,winogrande,1,"Sentence: I prefer slow dance to fast dance as I can get closer to my partner with the _ .
Option 1: slow dance
Option 2: fast dance
Choose the correct option and complete the sentence.",41
winogrande_val_775,winogrande,3,"Sentence: Paolo tries to remember what he read in the textbook, but all he can think of is the email from his friend because he read the _ ages ago.
Option 1: email
Option 2: textbook
Choose the correct option and complete the sentence.",51
winogrande_train_3970,winogrande,1,"Sentence: As part of the deal, Jeffrey got 50% of Donald 's earnings.  _ was a naive type.
Option 1: Jeffrey
Option 2: Donald
Choose the correct option and complete the sentence.",40
winogrande_val_1219,winogrande,3,"Sentence: The salesman would only feature nice things in the house like the pool but not the wiring because the _ was fine.
Option 1: pool
Option 2: wiring
Choose the correct option and complete the sentence.",44
winogrande_train_4268,winogrande,1,"Sentence: Janet was able to stop her pad from leaking her period because the _ is low.
Option 1: pad
Option 2: period
Choose the correct option and complete the sentence.",38
winogrande_train_786,winogrande,1,"Sentence: The man said a polite hello to Aaron, then began flirting with Ian, because _ was married.
Option 1: Aaron
Option 2: Ian
Choose the correct option and complete the sentence.",42
winogrande_train_9217,winogrande,1,"Sentence: The lady at the bar kissed Carrie once, but Monica several times, because _ had soft lips.
Option 1: Carrie
Option 2: Monica
Choose the correct option and complete the sentence.",41
winogrande_train_5939,winogrande,1,"Sentence: The boy wore jeans instead of shorts because the _ would keep him feeling cool in the cold.
Option 1: jeans
Option 2: shorts
Choose the correct option and complete the sentence.",41
winogrande_train_1839,winogrande,1,"Sentence: Jason was curious about how Brett became a firefighter so quickly, because _ had said the exams were difficult.
Option 1: Jason
Option 2: Brett
Choose the correct option and complete the sentence.",45
winogrande_train_2222,winogrande,1,"Sentence: Tammy was treated for depression at the clinic and was overcharged but the _ was helpful.
Option 1: depression
Option 2: clinic
Choose the correct option and complete the sentence.",40
winogrande_test_1487,winogrande,2,"Sentence: At the school, the gym is being renovated, but the classroom is not. The _ is newer.
Option 1: gym
Option 2: classroom
Choose the correct option and complete the sentence.",42
winogrande_train_7400,winogrande,1,"Sentence: William noticed that Hunter was acting more aggressively since _ starting selling testosterone to them.
Option 1: William
Option 2: Hunter
Choose the correct option and complete the sentence.",38
winogrande_test_1123,winogrande,2,"Sentence: The hummingbird flew past the house of Rebecca but up to the house of Katrina, because _ had a bird feeder.
Option 1: Rebecca
Option 2: Katrina
Choose the correct option and complete the sentence.",46
winogrande_train_6760,winogrande,1,"Sentence: Vicky bought a double baby stroller, but it would not fit in her car. The _ was too wide.
Option 1: stroller
Option 2: car
Choose the correct option and complete the sentence.",44
winogrande_train_7139,winogrande,1,"Sentence: Michael bought mealworms as pet food but not Kenneth because _ had a pony as a pet.
Option 1: Michael
Option 2: Kenneth
Choose the correct option and complete the sentence.",41
winogrande_test_1076,winogrande,2,"Sentence: I am allergic to store pineapple, so I get them from the tree or farmer's market. I was already out today so I got it from the _ .
Option 1: farmer's market
Option 2: tree
Choose the correct option and complete the sentence.",56
winogrande_train_860,winogrande,1,"Sentence: Rachel had a dog but Cynthia's dog was given up for adoption recently, so _ was given their old leash.
Option 1: Rachel
Option 2: Cynthia
Choose the correct option and complete the sentence.",44
winogrande_train_6677,winogrande,1,"Sentence: I had to communicate the news over the phone or at the restaurant tonight. I told them at the _ even though I wanted them to enjoy their evening.
Option 1: phone
Option 2: restaurant
Choose the correct option and complete the sentence.",51
winogrande_train_137,winogrande,1,"Sentence: Melissa went through the medical procedure and afterwards was given vitamins instead of painkillers because the _ were unnecessary.
Option 1: vitamins
Option 2: painkillers
Choose the correct option and complete the sentence.",48
winogrande_train_151,winogrande,1,"Sentence: While Maria rode the bus to work, Megan rode a motorcycle because _ had an expired license.
Option 1: Maria
Option 2: Megan
Choose the correct option and complete the sentence.",39
winogrande_val_345,winogrande,3,"Sentence: I have both glasses and contacts, but the cleaning solution was empty so I wore the _ today.
Option 1: glasses
Option 2: contacts
Choose the correct option and complete the sentence.",40
winogrande_train_5598,winogrande,1,"Sentence: Tanya couldn't stretch as far down as Jennifer because _ was had a very rigid body.
Option 1: Tanya
Option 2: Jennifer
Choose the correct option and complete the sentence.",39
winogrande_test_285,winogrande,2,"Sentence: At the baseball game, Donald was struck by a ball while watching with Benjamin. _ had to drive to the hospital to get help.
Option 1: Donald
Option 2: Benjamin
Choose the correct option and complete the sentence.",47
winogrande_train_5539,winogrande,1,"Sentence: Hunter accepted a fruit smoothie from Craig because _ had just finished a grueling workout.
Option 1: Hunter
Option 2: Craig
Choose the correct option and complete the sentence.",40
winogrande_test_445,winogrande,2,"Sentence: Benjamin asked Randy to hand him the star to put on top of the christmas tree because _ was on the floor.
Option 1: Benjamin
Option 2: Randy
Choose the correct option and complete the sentence.",43
winogrande_test_220,winogrande,2,"Sentence: Skincare was important to Katrina but not Betty, as _ simply couldn't care less about having blackheads.
Option 1: Katrina
Option 2: Betty
Choose the correct option and complete the sentence.",42
winogrande_train_8923,winogrande,1,"Sentence: Kenneth walked under the ladder while Joel went around it, since _ believed in superstitions .
Option 1: Kenneth
Option 2: Joel
Choose the correct option and complete the sentence.",38
winogrande_train_4454,winogrande,1,"Sentence: Sam needed to decrease either his fat or sugar intake. He chose to stop eating the _ foods, due to his love for grease.
Option 1: fat
Option 2: sugar
Choose the correct option and complete the sentence.",48
winogrande_train_3222,winogrande,1,"Sentence: Laura buys a comic book for Katrina so they can experience the genre, because _ hopes to have a friend who likes comics.
Option 1: Laura
Option 2: Katrina
Choose the correct option and complete the sentence.",46
winogrande_train_6977,winogrande,1,"Sentence: Sarah did not want to wash her lace handkerchief in the washing machine because the _ is too rough.
Option 1: handkerchief
Option 2: machine
Choose the correct option and complete the sentence.",45
winogrande_train_2201,winogrande,1,"Sentence: The fruits were graded higher than the eggs by the FDA since the _ were sour.
Option 1: fruits
Option 2: eggs
Choose the correct option and complete the sentence.",38
winogrande_test_1191,winogrande,2,"Sentence: Robert wanted to paint his bedroom black. Brett said he would reget it soon because it's a poor choice. _ preferred the lighter colors.
Option 1: Robert
Option 2: Brett
Choose the correct option and complete the sentence.",50
winogrande_val_848,winogrande,3,"Sentence: The clothing in the north was warmer than the clothing in the south because there was more sun in the _ .
Option 1: south
Option 2: north
Choose the correct option and complete the sentence.",43
winogrande_train_3543,winogrande,1,"Sentence: Robert blamed Leslie for wearing down the batteries in the remote control car. _ said it was an inconsiderate assumption.
Option 1: Robert
Option 2: Leslie
Choose the correct option and complete the sentence.",44
winogrande_train_7450,winogrande,1,"Sentence: Jennifer was helping with Kayla's computer problems adding programs to the launchpad so _ got control over the computer.
Option 1: Jennifer
Option 2: Kayla
Choose the correct option and complete the sentence.",44
winogrande_train_727,winogrande,1,"Sentence: Matthew always has more money than Christopher, so _ told them to get a job.
Option 1: Matthew
Option 2: Christopher
Choose the correct option and complete the sentence.",37
winogrande_train_1022,winogrande,1,"Sentence: Betty tried on the costume to go with Jennifer, but _ wasn't interested in it.
Option 1: Betty
Option 2: Jennifer
Choose the correct option and complete the sentence.",37
winogrande_val_489,winogrande,3,"Sentence: Cynthia had to pee after one large coffee but Betty did not as _ had a very big bladder.
Option 1: Cynthia
Option 2: Betty
Choose the correct option and complete the sentence.",41
winogrande_train_7028,winogrande,1,"Sentence: Having another birthday made Samuel very happy but not Justin, because _ despised getting older.
Option 1: Samuel
Option 2: Justin
Choose the correct option and complete the sentence.",38
winogrande_train_1790,winogrande,1,"Sentence: Jane wanted to put the guitar in the stand but the _ was too light.
Option 1: stand
Option 2: guitar
Choose the correct option and complete the sentence.",36
winogrande_train_7022,winogrande,1,"Sentence: Gem liked to eat leafs and burgers. She liked the _ better because it was light.
Option 1: burgers
Option 2: leafs
Choose the correct option and complete the sentence.",42
winogrande_val_532,winogrande,3,"Sentence: If I want to build a swing should I build it out of wood or use a tire? It seems like the _ would get dirty and gross inside.
Option 1: tire
Option 2: wood
Choose the correct option and complete the sentence.",51
winogrande_train_4281,winogrande,1,"Sentence: Cynthia loved to watch soccer but never played liked Maria, by reason that _ was athletic.
Option 1: Cynthia
Option 2: Maria
Choose the correct option and complete the sentence.",39
winogrande_train_7595,winogrande,1,"Sentence: Elena tried hard to sculpt what Laura had asked for, but _ was struggling with the clay.
Option 1: Elena
Option 2: Laura
Choose the correct option and complete the sentence.",39
winogrande_test_1649,winogrande,2,"Sentence: Kayla thought dandelions were delicious in a salad but Erin thought they were a weed. _ mowed the dandelions in their yard.
Option 1: Kayla
Option 2: Erin
Choose the correct option and complete the sentence.",54
winogrande_train_4214,winogrande,1,"Sentence: Adam really wanted to be model but Aaron reminded him he was too short but  _ is a realist.
Option 1: Adam
Option 2: Aaron
Choose the correct option and complete the sentence.",42
winogrande_train_2529,winogrande,1,"Sentence: His disability kept him from using the facility but he could still go to the meeting room, as the _ was accessible to his wheelchair.
Option 1: facility
Option 2: room
Choose the correct option and complete the sentence.",48
winogrande_test_1063,winogrande,2,"Sentence: Elena always got better service from waitstaff than Patricia because _ was always very polite.
Option 1: Elena
Option 2: Patricia
Choose the correct option and complete the sentence.",38
winogrande_train_7805,winogrande,1,"Sentence: Since Benjamin ate unhealthy desserts far more frequently than Brett, _ had strong will power.
Option 1: Benjamin
Option 2: Brett
Choose the correct option and complete the sentence.",42
winogrande_train_1724,winogrande,1,"Sentence: Amy planned to cook spaghetti for dinner and Katrina planned to cook london broil, _ was a vegetarian.
Option 1: Amy
Option 2: Katrina
Choose the correct option and complete the sentence.",42
winogrande_train_1986,winogrande,1,"Sentence: Because lactose intolerance causes unpleasant symptoms like gas, and Eric suffered from this while Kyle did not, _ consumed dairy without concern.
Option 1: Eric
Option 2: Kyle
Choose the correct option and complete the sentence.",48
winogrande_train_2693,winogrande,1,"Sentence: The news reporter tried to write as much as she could with her pen and paper for the sake of journalism, but the _ broke from her gripping.
Option 1: paper
Option 2: pen
Choose the correct option and complete the sentence.",51
winogrande_test_1171,winogrande,2,"Sentence: The passport expired last week and he didn't have an updated picture to renew it, so the _ couldn't be validated.
Option 1: passport
Option 2: picture
Choose the correct option and complete the sentence.",43
winogrande_test_278,winogrande,2,"Sentence: I ate the peppers that were spicier than the chillies because the _ were very hot and delicious.
Option 1: peppers
Option 2: chillies
Choose the correct option and complete the sentence.",45
winogrande_train_3871,winogrande,1,"Sentence: Donald would not greet Leslie no matter how many times they said hello. _ was also polite to everyone.
Option 1: Donald
Option 2: Leslie
Choose the correct option and complete the sentence.",42
winogrande_test_323,winogrande,2,"Sentence: Emily learned how to crochet from their granny but Cynthia didn't. _ knitted their dog a sweater.
Option 1: Emily
Option 2: Cynthia
Choose the correct option and complete the sentence.",43
winogrande_train_3946,winogrande,1,"Sentence: At work the man used the hammer rather than the screwdriver, so the _ was ultimately dirty.
Option 1: hammer
Option 2: screwdriver
Choose the correct option and complete the sentence.",41
PromptSET_test_1036,PromptSET,2,Underground concert venues associated with well-known shopping centers in downtown Atlanta's main street,15
PromptSET_train_328,PromptSET,1,Which specific areas of international relations or policy domains were shared by the two Metternichs in their careers,21
PromptSET_train_1045,PromptSET,1,A movie featuring an interesting pairing of Michael Sinelnikoff as an actor with Bill Paxton behind the camera.,24
PromptSET_train_33,PromptSET,1,Distributors who specialize in releasing international art-house movies,11
PromptSET_train_154,PromptSET,1,Which movie using Mary Hayley Bell's literary creation had cast member Ashley Lloyd.,16
PromptSET_test_1385,PromptSET,2,Which romantic comedy of the 1980s starred a female lead who also appeared on Three's Company,18
PromptSET_test_1123,PromptSET,2,Which production marked the beginning of actor Choi Min-ho's journey in Korean television,15
PromptSET_train_5865,PromptSET,1,Company bought out by another entity that changed its name in 1989 in the North East,16
PromptSET_train_1069,PromptSET,1,How do the systems' organizational frameworks impact resource allocation and budgeting decisions.,15
PromptSET_train_1467,PromptSET,1,Does Fish occasionally perform or act in public displays,9
PromptSET_train_3706,PromptSET,1,What specific linguistic traits make an American's or Australian's English instantly recognizable as different from a Briton's English,22
PromptSET_test_658,PromptSET,2,"Determine which taxonomic group, Manettia or Guzmania, boasts more varieties of plants",20
PromptSET_train_2706,PromptSET,1,What are the relative commercial values of fruits/crops produced by Stephanandra versus Coffea globally.,21
PromptSET_train_7898,PromptSET,1,Did George Avakian contribute to various recorded albums,9
PromptSET_train_1457,PromptSET,1,what American cartoon did composer James L. Venable receive recognition for through his main title theme music,19
PromptSET_test_2023,PromptSET,2,Which major powers committed ground forces to the defense of South Korea during The Battle of Pyongyang.,18
PromptSET_test_2748,PromptSET,2,When was the year that marked the beginning of operations for the global investment group associated with Bernardo Hees,20
PromptSET_train_3843,PromptSET,1,"Which football game, including its player Jack Maitland, played a significant role in transforming NFL stadia by using man-made surfaces for the very first time",30
PromptSET_test_1154,PromptSET,2,What impact did the merger between ASEA and the major Swiss corporation have on the global electrical industry.,20
PromptSET_train_2085,PromptSET,1,American actresses married to other well-known actors and connected to films with misleading titles.,16
PromptSET_test_1954,PromptSET,2,A comedy about teenage girls committing a daring armored car heist,14
PromptSET_train_5267,PromptSET,1,Are there any specific features that differentiate them from more traditional operatic forms,14
PromptSET_train_5093,PromptSET,1,What type of notorious or illicit activities did a man named Arnold Rothstein allegedly engage in during his lifetime,21
PromptSET_train_3784,PromptSET,1,Can you give me a list of two or more actors who are set to share the screen with Keanu Reeves,23
PromptSET_test_2634,PromptSET,2,Certain voice characteristics for a specified singing style,9
PromptSET_train_7708,PromptSET,1,Who led Blackburn Rovers through their 07/08 EPL campaign and is now leading Stoke City as manager,22
PromptSET_train_6225,PromptSET,1,Which film showcases the human cost of war and conflict in a French perspective.,16
PromptSET_train_2282,PromptSET,1,"Where precisely, position-wise, was Kasper Schmeichel's dad situated on the soccer field?",20
PromptSET_train_5365,PromptSET,1,In what capacity was John C. Bogle involved with The Vanguard Group starting in 1951,18
PromptSET_train_3129,PromptSET,1,Can you give me information about an American former professional baseball player with extensive experience in left field,18
PromptSET_train_1182,PromptSET,1,"What are the cultural attitudes toward disability among Ghanaian children, families, and society at large",19
PromptSET_train_3992,PromptSET,1,Can you determine who the most powerful woman of their time was that the leader of the Crimean Karaites sought refuge under following Şahin Giray,31
PromptSET_train_3563,PromptSET,1,What was the approximate year that actress Virginia Madsen appeared in her most well-known science fiction project under director David Lynch's guidance,24
PromptSET_test_301,PromptSET,2,"What is the name of the Chuck Berry song, released in 1956, which secured the spot for #97 on the RS greatest hits list?",28
PromptSET_train_6680,PromptSET,1,Did James Hanley's work have any impact on public discourse or policy-making,15
PromptSET_test_2780,PromptSET,2,Types of plants that contain chloroplasts and chlorophyll,11
PromptSET_train_1391,PromptSET,1,A German newspaperman recounts the events in the movie 40 Pounds of Trouble,19
PromptSET_train_2197,PromptSET,1,Airliners incorporating advanced composites in their overall design incorporating ROPS tech.,16
PromptSET_train_3120,PromptSET,1,Can you identify any common threads in the careers of Sydney Freeland and Genndy Tartakovsky,21
PromptSET_train_4445,PromptSET,1,"What makes Rutgers University the leading institution for higher learning within its designated U.S. state, encompassing both academic reputation and operational scope?",29
PromptSET_train_3095,PromptSET,1,"Who comprised the main cast in a film from 2013 guided by someone known for their work on horror movies like ""The Hills Have Eyes"" (2006)",29
PromptSET_train_5773,PromptSET,1,Comparison of levels of international acclaim received by British-American actress Elizabeth Taylor and Italian author Dino Buzzati.,22
PromptSET_test_2451,PromptSET,2,In what way does Derek Walcott's experience as a Caribbean poet differ from Robert Creeley's experience as an American one?,25
PromptSET_train_1534,PromptSET,1,Achievers with a strong record in both singles and doubles categories at the four biggest tennis events.,19
PromptSET_train_6841,PromptSET,1,In what context or circumstances did a group of South Australians found the company that employed John Spalvins,21
PromptSET_train_7109,PromptSET,1,Which of Ximena Sariñana Rivera's early music projects gained significant recognition among the Latin American public,19
PromptSET_train_7118,PromptSET,1,"A famous musical ensemble known as Boney M released a hit single called ""Ma Baker"" from what album",21
PromptSET_train_6932,PromptSET,1,Does William Castle have any collaborations or inspirations with international filmmakers like Bahman Ghobadi,20
PromptSET_train_4612,PromptSET,1,How did the independently owned film distributor release Scary Movie 5,12
PromptSET_test_2673,PromptSET,2,Does MODE magazine place greater emphasis on featuring plus-size models and editorial content than McCall's,18
PromptSET_train_115,PromptSET,1,Where does the Havnegade promenade stop in relation to the outlet of the Nyhavn canal?,20
PromptSET_train_6113,PromptSET,1,"Which famous melody composed by the legendary partnership of Lennon-McCartney is featured as part of a memorable musical scene in the innovative 1967 television film ""Magic Mystery Tour""?",39
PromptSET_train_1810,PromptSET,1,Who is the president of Marvel Studios responsible for guiding the company's most successful film franchises to box office triumphs.,24
PromptSET_train_3117,PromptSET,1,In what manner do the characteristics of Illumination's 2016 animated film align with specific movie genres.,20
PromptSET_train_6045,PromptSET,1,Male lead in an influential romantic comedy about love and self-discovery.,15
PromptSET_train_6028,PromptSET,1,In how many individuals did the town with Moose Pond measure up according to the census conducted in 2010,20
PromptSET_test_2985,PromptSET,2,Were there any notable vocalists who collaborated with the artist on an international album featuring Kelly Rowland alongside a French music producer like David Guetta's Nothing But the Beat?,36
PromptSET_train_1837,PromptSET,1,Would Jason Schwartzman qualify for the same passport as Rob Halford,13
PromptSET_train_2278,PromptSET,1,"Which studio release features a re-recorded track that includes the song ""Lords of Summer"" and also takes on the record for longest time distance between albums of the group's total discographical output",38
PromptSET_train_2655,PromptSET,1,"A show that premiered on a British television station and is titled ""Monday Monday""",18
PromptSET_train_5138,PromptSET,1,"Which of the two, Ron Clements or Mathieu Amalric, is internationally famous as an actor rather than a director.",24
PromptSET_train_6801,PromptSET,1,"What geographic area did an ancient form of head covering come from, influencing the design of the Canterbury cap.",23
PromptSET_train_932,PromptSET,1,In what order were these family-friendly blockbusters produced?,12
PromptSET_test_1393,PromptSET,2,"A city steeped in tradition and innovation, where art meets architecture, what site in Rome is marked by steps built by Antonio da Sangallo the Younger.",32
PromptSET_test_3214,PromptSET,2,A television host known for moderating a real-life based syndicated court series has an athletic background or connection to what competitive sport,26
PromptSET_train_672,PromptSET,1,"What significant constitutional revision was led by this individual, who then became known for their title ""the man of Destiny""",23
PromptSET_train_4687,PromptSET,1,"On September 25, 2016, which famous film got Peter Rufai's special appearance at the movie premiere event",21
PromptSET_train_3172,PromptSET,1,Can you analyze the phrase on the patch of VMAQT-1 in the context of Gaelic history,20
